course_id,course_code,course_title,course_description,created_at
699,699,Algorithmic Thinking (Part 1),"Explore algorithmic efficiency and graph theory, implementing key algorithms in Python to analyze real-world data sets. Develop problem-solving skills beyond specific programming languages.",2025-10-29 22:42:30
700,700,"Unix Tools: Data, Software and Production Engineering","Grow from being a Unix novice to Unix wizard status! Process big data, analyze software code, run DevOps tasks and excel in your everyday job through the amazing power of the Unix shell and command-line tools.",2025-10-29 22:42:30
701,701,Introduction to Computers - Stanford University,"Comprehensive exploration of computer fundamentals, covering hardware, networks, web development, programming, security, and emerging technologies. Ideal for beginners seeking a solid foundation in computer science.",2025-10-29 22:42:30
702,702,Introduction to the Theory of Computing - Stanford,"Explore fundamental concepts of theoretical computer science, including automata, computability, and complexity theory, with practical applications and algorithmic fairness.",2025-10-29 22:42:30
704,704,"Theory of Computation, Fall 2020","Explore computability and complexity theory with MIT's in-depth course. Covers automata, Turing machines, undecidability, NP-completeness, and advanced topics in computational theory.",2025-10-29 22:42:30
705,705,Introduction to EECS I,"Integrated introduction to electrical engineering and computer science, covering software engineering, linear systems, electronic circuits, and decision-making through lectures and recitations.",2025-10-29 22:42:30
707,707,Mastering Recommender Systems,"Explore top strategies for building effective e-commerce recommendation systems, featuring insights from Kaggle Grandmasters on candidate generation, reranking, and model ensembling techniques.",2025-10-29 22:42:30
708,708,The Nature of Code,"Explore programming strategies for simulating natural systems, covering physics, fractals, genetic algorithms, and more using p5.js. Learn to create digital worlds inspired by nature's unpredictable properties.",2025-10-29 22:42:30
709,709,Learn Computer Science Online,"Comprehensive online program covering CS fundamentals to advanced topics. Features interactive coding, explanations, problem-solving, and community support for aspiring programmers.",2025-10-29 22:42:30
710,710,"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization","Enhance deep learning skills: master hyperparameter tuning, regularization, optimization, and TensorFlow implementation for improved neural network performance and systematic results generation.",2025-10-29 22:42:30
711,711,Software Processes and Agile Practices,"This course delves into a variety of processes to structure software development. It also covers the foundations of core Agile practices, such as Extreme Programming and Scrum.",2025-10-29 22:42:30
712,712,Sequence Models,"Master sequence models for NLP tasks, including RNNs, LSTMs, and transformers. Apply these techniques to speech recognition, language modeling, and machine translation.",2025-10-29 22:42:30
714,714,Operating Systems and You: Becoming a Power User,"Master Windows and Linux: file management, user permissions, software installation, disk partitioning, process control, and remote access. Gain practical skills for effective IT support and troubleshooting.",2025-10-29 22:42:30
715,715,Aplicaciones de la Teoría de Grafos a la Vida Real (I),Aprenderemos a modelizar problemas del mundo real mediante su representación con grafos y a resolverlos mediante sus algoritmos asociados.,2025-10-29 22:42:30
720,720,Locality Sensitive Hashing for Search with Shingling  MinHashing - Python,"Learn efficient similarity search using Locality Sensitive Hashing (LSH) with shingling and MinHashing techniques in Python. Explore implementation steps, from data preprocessing to LSH tuning, for approximate nearest neighbor search.",2025-10-29 22:42:30
721,721,Super Useful CSS Properties That Don't Get Enough Attention,"Discover five underappreciated CSS properties that enhance web design: isolation, inset, counters, filters, and contain. Learn their practical applications and browser support.",2025-10-29 22:42:30
722,722,Has Opens Up New Possibilities With CSS,"Explore the game-changing :has() pseudo-class in CSS, unlocking new possibilities for theming, modal interactions, form design, element counting, and conditional styling.",2025-10-29 22:42:30
723,723,Supercharge Your CSS with Open Props,"Explore Open Props to enhance CSS with pre-built custom properties. Learn setup, customization, typography, and responsive design for efficient styling and improved workflow.",2025-10-29 22:42:30
724,724,CSS Features Released in 2023 - A Comprehensive Overview,"Comprehensive overview of CSS features released in 2023, covering new selectors, color functions, layout techniques, and more. Includes demos and explanations to help developers stay current with the latest CSS capabilities.",2025-10-29 22:42:30
725,725,Five Easy and Fun CSS Effects,"Learn five creative CSS effects to enhance your web design skills, including text animations, stylish dividers, fancy links, and eye-catching button designs.",2025-10-29 22:42:30
726,726,Embracing New CSS Patterns for Better Solutions,"Explore innovative CSS techniques to enhance your coding skills, challenging familiar patterns and embracing new methods for improved web development practices.",2025-10-29 22:42:30
727,727,Choosing the Right CSS Unit - A Flowchart Guide,"Comprehensive guide to selecting appropriate CSS units, covering positioning, font sizes, spacing, and layout. Includes a practical flowchart and in-depth explanations for various scenarios.",2025-10-29 22:42:30
728,728,"Creating a Clean, Modern Navigation with HTML and CSS","Learn to create a modern, clean navigation using HTML and CSS, with step-by-step guidance on layout, styling, and animation techniques for an enhanced user interface.",2025-10-29 22:42:30
729,729,Build Custom Interfaces Using CSS Open Props,"Discover how to create stunning interfaces and animations using CSS Open Props, a versatile design system. Learn implementation techniques, color management, and advanced features like gradients and masks.",2025-10-29 22:42:30
730,730,"CSS Fonts, Text and Color Properties - Tutorial 19","Explore CSS fonts, text, and color properties to enhance web design. Learn about font styles, line height, letter spacing, text decorations, and color implementation for visually appealing websites.",2025-10-29 22:42:30
731,731,True Parallax with CSS-Only - Creating Scroll-Based Animations,"Learn to create true parallax effects using CSS-only techniques, leveraging scroll-timeline for complete control over layer speeds without JavaScript. Explore HTML setup, CSS stacking, and animation application.",2025-10-29 22:42:30
732,732,Creative CSS Layout - Modern Techniques and Tools,"Explore modern CSS layout techniques, including flexbox, Grid, aspect-ratio, and logical properties. Learn creative solutions for common challenges and upcoming features like subgrid and container queries.",2025-10-29 22:42:30
733,733,Fundamentals of Digital Image and Video Processing,"Learn to process digital images and videos using mathematical frameworks and state-of-the-art techniques. Covers enhancement, recovery, compression, and segmentation, with emphasis on practical applications and modern tools.",2025-10-29 22:42:30
737,737,AI for Clinical Trials and Precision Medicine - Ruishan Liu,"Explores AI's potential to enhance clinical trial efficiency and generate precision medicine hypotheses, focusing on inclusive trial designs and quantifying cancer therapy effectiveness for specific mutations.",2025-10-29 22:42:30
740,740,Software Development Process,"Software Development Processes explores requirements engineering, architecture and design, testing, and software quality in general.",2025-10-29 22:42:30
745,745,6.00x: Introduction to Computer Science and Programming,6.00x is an introduction to using computation to solve real problems. The course is aimed at students with little or no prior programming experience who have a desire (or at least a need) to understand computational approaches to problem solving.,2025-10-29 22:42:30
746,746,Introduction to Large Language Models,"Explore large language models, their applications, and prompt tuning techniques. Learn to develop Gen AI apps using Google tools in this concise introduction.",2025-10-29 22:42:30
755,755,Building Web Applications in PHP,"Explore web application structure, request/response cycle, HTML, PHP basics, CSS, and database integration. Gain practical skills for dynamic web development.",2025-10-29 22:42:30
767,767,Hardware,"Comprehensive guide to building a computer from scratch, covering hardware components, assembly, and Windows installation for software developers.",2025-10-29 22:42:30
786,786,Cloud Computing Concepts: Part 2,"Explore distributed computing concepts for cloud systems, including MapReduce, NoSQL, scalability, and trending areas. Implement core techniques in C through hands-on exercises.",2025-10-29 22:42:30
816,816,Introduction to Machine Learning with Pytorch,Introduction to Machine Learning with Pytorch,2025-10-29 22:42:30
817,817,Applied Cryptography,"Cryptography is present in everyday life, from paying with a credit card to using the telephone. Learn all about making and breaking puzzles in computing.",2025-10-29 22:42:30
825,825,How To Create a Website in a Weekend! (Project-Centered Course),"Design, build, and publish a basic website with text, sound, images, hyperlinks, plug-ins, and social media interactivity using WordPress. Learn domain setup, layout design, and mobile optimization.",2025-10-29 22:42:30
826,826,The Raspberry Pi Platform and Python Programming for the Raspberry Pi,"Learn to program and develop IoT devices using Raspberry Pi and Python. Set up the environment, run Linux, write and debug code, and control hardware through GPIO pins.",2025-10-29 22:42:30
830,830,The Unix Workbench,"Explore Unix tools and command line interfaces, learn Bash programming, version control with Git, and cloud computing basics. Gain essential skills for software development and efficient computing.",2025-10-29 22:42:30
834,834,How to Do CS Theory - Lecture 1b: Research Tips for Theoretical Computer Science,"Insights and tips for aspiring theoretical computer science researchers, covering research methods, paper writing, presentation skills, and essential resources in the field.",2025-10-29 22:42:30
835,835,How to Program - Computer Science & Python Coding for Beginners - Variables: Operations/Input/Output,"Learn Python programming basics, including variables, operations, input/output. Gain problem-solving skills and insights into device control through hands-on coding exercises and real-life examples.",2025-10-29 22:42:30
836,836,Computer Modelling for Molecular Science  With Sir Richard Catlow,"Explore how high-performance computer simulations revolutionize scientific understanding, from molecular behavior to planetary-scale hypotheses, with applications in crystallography, materials science, and battery technology.",2025-10-29 22:42:30
837,837,Solving Real World Data Science Problems With Python - Computer Vision Edition,"Learn to build and improve convolutional neural networks for computer vision tasks using Python, TensorFlow, and Keras. Explore data augmentation, preprocessing, and network architecture optimization techniques.",2025-10-29 22:42:30
838,838,Migrations - The Hardest Actual Problem in Computer Science,"Explore strategies for successful software migrations, including lessons from DoorDash, techniques for changing always-on systems, and approaches to minimize pain and disruption in engineering teams.",2025-10-29 22:42:30
839,839,Computer Science - A Guide for the Perplexed,"Explore computer science through the lens of real-world problems, bridging the gap between academic theory and practical applications. Gain insights from Erlang's inventor on solving user challenges.",2025-10-29 22:42:30
840,840,Deterministic Search Algorithms in Computer Science,Explore deterministic search algorithms and their applications in problem-solving and optimization techniques.,2025-10-29 22:42:30
841,841,Aprendizaje automático (machine learning) y ciencia de datos,"Aprende a valorizar y extraer conocimiento a partir de los datos, usando técnicas y herramientas de análisis de datos genéricas, y aprendizaje automático en particular.",2025-10-29 22:42:30
843,843,A complexidade sensível: Um paralelo entre videogames e arte,"Explore as relações entre videogames e arte, aprofundando conceitos, paradigmas e processos criativos para desenvolvedores, pesquisadores e docentes na área de jogos digitais.",2025-10-29 22:42:30
845,845,"Graph Search, Shortest Paths, and Data Structures","Explore data structures, graph algorithms, and their applications in computer science, from search techniques to social network analysis.",2025-10-29 22:42:30
847,847,Resolución de problemas por búsqueda,"Aprende a resolver problemas mediante algoritmos de búsqueda, desde la abstracción hasta la implementación en Python. Aplica tus conocimientos para resolver el cubo de Rubik y otros desafíos.",2025-10-29 22:42:30
848,848,Algorithmic Thinking (Part 2),"Develop advanced algorithmic skills through divide-and-conquer and dynamic programming techniques. Implement algorithms in Python to analyze real-world datasets, enhancing problem-solving abilities across computational domains.",2025-10-29 22:42:30
849,849,Cloud DevOps Engineer,"Learn all about the DevOps landscape, workflow, and a survey of the systems currently being used to support scalable software deployment.",2025-10-29 22:42:30
850,850,Interactive 3D Graphics,"This course will teach you the principles of 3D computer graphics: meshes, transforms, lighting, animation, and making interactive 3D applications run in a browser.",2025-10-29 22:42:30
852,852,Algorithms on Graphs,"Explore graph algorithms for optimal routes, network design, and social network analysis. Learn traversal techniques, shortest paths, and minimum spanning trees with real-world applications.",2025-10-29 22:42:30
855,855,Scalable Microservices with Kubernetes,"This course is designed to teach you about managing microservices, using Kubernetes. This course is built in partnership with experts such as Googles Kelsey Hightower.",2025-10-29 22:42:30
856,856,A/B Testing,"This course will cover the design and analysis of A/B tests, also known as split tests, which are online experiments used to test potential improvements to a website or mobile application.",2025-10-29 22:42:30
863,863,"Greedy Algorithms, Minimum Spanning Trees, and Dynamic Programming","The primary topics in this part of the specialization are: greedy algorithms (scheduling, minimum spanning trees, clustering, Huffman codes) and dynamic programming (knapsack, sequence alignment, optimal search trees).",2025-10-29 22:42:30
865,865,Object-Oriented Data Structures in C,"Learn to code in C, set up a development environment, and implement data structures as classes. Master memory management and engineer software solutions.",2025-10-29 22:42:30
866,866,Introduction to Generative AI,"This is an introductory level microlearning course aimed at explaining what Generative AI is, how it is used, and how it differs from traditional machine learning methods. It also covers Google Tools to help you develop your own Gen AI apps.",2025-10-29 22:42:30
867,867,Algorithms on Strings,"Explore key pattern matching concepts like tries, suffix trees, and Burrows-Wheeler transform. Learn efficient algorithms for text processing, genomic analysis, and information retrieval.",2025-10-29 22:42:30
869,869,Sprachtechnologie in den Digital Humanities,"Überblick über Konzepte und Technologien zur Digitalisierung und Annotation von Texten für Geisteswissenschaftler und Sprachinteressierte. Fokus auf Korpuserstellung, XML, Analysemethoden und automatische Annotation.",2025-10-29 22:42:30
870,870,Procesamiento de Imágenes,"Fundamentos teóricos y prácticos del procesamiento de imágenes, desde mejoramiento y filtros hasta restauración y segmentación. Implementación de algoritmos en Python para aplicaciones prácticas.",2025-10-29 22:42:30
904,904,Artificial Intelligence,"This course gives a survey of topics in AI along with in-depth foundational concepts such as classical search, probability, machine learning, logic and planning.",2025-10-29 22:42:30
905,905,AI for Trading,"Master AI algorithms for quantitative analysis, trading signal generation, and portfolio management. Build a career-ready portfolio with real-world projects designed by industry experts.",2025-10-29 22:42:30
907,907,"Computability, Complexity & Algorithms",Learn tools and techniques that will help you recognize when problems you encounter are intractable and when there an efficient solution.,2025-10-29 22:42:30
908,908,IT and Computer Science,"Comprehensive exploration of computer science fundamentals, including binary, number systems, operating systems, and cybersecurity, with practical applications and hands-on tutorials.",2025-10-29 22:42:30
909,909,Python Project: Software Engineering and Image Manipulation,"Hands-on project using Python to manipulate images, apply OCR, and work with APIs. Practice real-world software engineering skills and create a portfolio-worthy project.",2025-10-29 22:42:30
911,911,Circuits and Electronics 3: Applications,"Learn about cool applications, op-amps and filters in the design of microchips used in smartphones, self-driving cars, computers, and the internet.",2025-10-29 22:42:30
913,913,Introducción a la Inteligencia Artificial: Principales Algoritmos,"Aprende cómo funcionan los algoritmos de inteligencia artificial que hacen posible los chatbos, automóviles autónomos, el reconocimiento de voz y más.",2025-10-29 22:42:30
914,914,Web Application Technologies and Django,"In this course, you'll explore the basic structure of a web application, and how a web browser interacts with a web server.",2025-10-29 22:42:30
915,915,Software Defined Networking,"In this course, you will learn about software defined networking and how it is changing the way communications networks are managed, maintained, and secured.",2025-10-29 22:42:30
917,917,Introduction to Operating Systems,"Introduction to Operating Systems teaches the basic operating system abstractions, mechanisms, and their implementations.",2025-10-29 22:42:30
918,918,Knowledge-Based AI: Cognitive Systems,The twin goals of knowledge-based artificial intelligence (AI) are to build AI agents capable of human-level intelligence and gain insights into human cognition.,2025-10-29 22:42:30
920,920,Introduction to Machine Learning,"Foundational understanding of machine learning models, hands-on implementation with PyTorch, and applications across industries from medical diagnostics to image recognition and text prediction.",2025-10-29 22:42:30
921,921,Guided Tour of Machine Learning in Finance,"Introductory overview of machine learning applications in finance, covering supervised learning methods and their use in predicting bank closures. Suitable for finance professionals, traders, and students.",2025-10-29 22:42:30
922,922,Interfacing with the Raspberry Pi,"Aprenda a conectar o Raspberry Pi à Internet, usar sockets para transferência de dados, interagir com APIs online e interfaces com sensores e atuadores complexos.",2025-10-29 22:42:30
923,923,Great Ideas in Theoretical Computer Science: Time Complexity - Spring 2016,"Explore time complexity in theoretical computer science, covering running time, worst-case scenarios, and common runtime scaling, with practical examples and formal definitions.",2025-10-29 22:42:30
924,924,Great Ideas in Theoretical Computer Science: Countability and Diagonalization,"Explore fundamental concepts in theoretical computer science, including countability, diagonalization, and set theory, with a focus on infinite sets and cardinality.",2025-10-29 22:42:30
925,925,Great Ideas in Theoretical Computer Science - Turing's Legacy,"Explore Turing Machines, their definition, and programming techniques in this theoretical computer science lecture, covering interpreters, formal definitions, and practical TM subroutines.",2025-10-29 22:42:30
926,926,Great Ideas in Theoretical Computer Science: Deductive Systems,"Explore deductive systems in theoretical computer science, covering topics like Hilbert's 10th problem, binary trees, propositional logic, and logical equivalence.",2025-10-29 22:42:30
927,927,Great Ideas in Theoretical Computer Science: Finite Automata,"Explore finite automata and regular languages in theoretical computer science, covering DFAs, computation concepts, and language analysis techniques.",2025-10-29 22:42:30
928,928,Great Ideas in Theoretical Computer Science: Computability,"Explore computability theory, Turing machines, and undecidable problems in this theoretical computer science lecture, focusing on fundamental concepts and their implications.",2025-10-29 22:42:30
929,929,Great Ideas in Theoretical Computer Science - On Proofs,"Explore theoretical computer science concepts, focusing on proofs: their history, significance, and modern developments. Learn tips for constructing proofs and avoiding common mistakes in mathematical reasoning.",2025-10-29 22:42:30
930,930,The Long Arm of Theoretical Computer Science - The Case of Blockchains-Web3,"Explore how theoretical computer science concepts illuminate blockchain technology, offering a clear, comprehensive view of its essence as a public, ownerless computer system.",2025-10-29 22:42:30
931,931,Phase Transitions - From Physics to Computer Science,"Explore phase transitions across physics and computer science, from water states to combinatorial optimization and information theory, revealing their universal nature in complex systems.",2025-10-29 22:42:30
932,932,Berkeley in the 80s - Silvio Micali Interview on Theoretical Computer Science,"Turing Laureate Silvio Micali discusses his groundbreaking research at Berkeley, covering pseudorandomness, multiparty computation, and blockchain technology, while reflecting on the university's influential atmosphere in the 1980s.",2025-10-29 22:42:30
933,933,Univalence from a Computer Science Point-of-View - Dan Licata,"Explore univalence in computer science with Dan Licata, covering Martin-Löf type theory, computation, and applications in homotopy theory and group structures.",2025-10-29 22:42:30
934,934,Computer Science Exam Review - Introduction Courses,"Comprehensive review of key computer science concepts including data structures, algorithms, complexity analysis, and recursion, with practical examples and exam preparation tips.",2025-10-29 22:42:30
935,935,How to Use Real Computer Science in Your Day Job,"Discover practical applications of advanced computer science concepts in everyday software development, enhancing problem-solving skills and job satisfaction.",2025-10-29 22:42:30
936,936,Can You Read Me? Creative JavaScript to Make Computer Science Fun,"Explore creative JavaScript projects for learning computer science concepts through building machines to send secret messages, showcasing remote collaboration and innovative coding techniques.",2025-10-29 22:42:30
937,937,Algorithms to Live By - The Computer Science of Human Decisions,"Explore computer science algorithms applied to everyday decisions, offering insights on time management, decision-making, and problem-solving for a more efficient and fulfilling life.",2025-10-29 22:42:30
938,938,What Can Theoretical Computer Science Contribute to the Discussion of Consciousness,"Explore the intersection of theoretical computer science and consciousness, examining potential insights and contributions to this complex philosophical debate.",2025-10-29 22:42:30
939,939,Essential Mathematics for Computer Science,"Discover the essential mathematics subjects needed for computer science, from foundational algebra through discrete mathematics, with recommended textbook resources and study paths.",2025-10-29 22:42:30
940,940,Probabilistic Graphical Models 2: Inference,"Explore probabilistic inference in graphical models, covering exact and approximate algorithms for conditional probability queries and MAP inference, with hands-on programming assignments.",2025-10-29 22:42:30
941,941,The Critical Role of IT Support Staff in Healthcare,"Explore diverse IT support roles in healthcare, from help desks to analyst positions. Learn about unique challenges, common issues, and the critical impact on patient care and organizational reliability.",2025-10-29 22:42:30
944,944,"Shortest Paths Revisited, NP-Complete Problems and What To Do About Them","Explore advanced graph algorithms, NP-completeness, and strategies for tackling computationally intractable problems. Learn Bellman-Ford, Floyd-Warshall, and heuristic approaches for complex algorithmic challenges.",2025-10-29 22:42:30
948,948,Sensor Fusion,"Explore sensor fusion fundamentals for self-driving cars, covering lidar, radar, camera, and Kalman filters. Gain practical skills in data processing, object tracking, and building a complete perception pipeline.",2025-10-29 22:42:30
949,949,Linux Tutorial for Beginners - Step-by-Step Tutorial with Free Lab Access,"Comprehensive Linux tutorial covering essential commands, file management, permissions, user accounts, and system administration. Includes hands-on labs for practical experience.",2025-10-29 22:42:30
951,951,Cloud Networking,"Explore cloud networking challenges, infrastructure design, and innovative solutions for efficient data transfer, low latency, and application federation across global networks.",2025-10-29 22:42:30
953,953,Internet of Things: Setting Up Your DragonBoard Development Platform,"Learn to set up and develop on the DragonBoard 410c platform for IoT projects. Gain hands-on experience with hardware, software, and mobile technologies to prototype innovative connected devices.",2025-10-29 22:42:30
954,954,Mathematics for Machine Learning: PCA,"Explore mathematical foundations of Principal Component Analysis (PCA) for dimensionality reduction. Learn statistics, inner products, orthogonal projections, and derive PCA from a geometric perspective.",2025-10-29 22:42:30
955,955,Prompt Engineering for ChatGPT,"Master prompt engineering for ChatGPT and unlock its potential in various domains. Learn effective techniques to enhance productivity, creativity, and problem-solving skills using large language models.",2025-10-29 22:42:30
957,957,AI Fundamentals for Non-Data Scientists,"Explore AI fundamentals, machine learning methods, and deep learning techniques. Learn to create algorithms, use no-code tools, and apply AI in business contexts through hands-on practice and industry insights.",2025-10-29 22:42:30
958,958,ChatGPT Full Course - Automate Useful Professional Tasks Using Open AI - Includes 10 Projects,"Learn to automate professional tasks using ChatGPT, including resume writing, email composition, problem-solving, and performance reporting. Boost productivity with 10 practical AI-driven projects.",2025-10-29 22:42:30
959,959,Introduction to Web Development,"Learn to create and publish static web pages using HTML and CSS, understand web structure, choose hosting, and develop skills for personal or business websites.",2025-10-29 22:42:30
960,960,Programming for the Internet of Things Project,"Design, build, and test a microcontroller-based embedded system for real-world applications, focusing on low-cost solutions. Develop skills in system design, interfacing, and programming microcontrollers.",2025-10-29 22:42:30
966,966,"Data Structures & Algorithms II: Binary Trees, Heaps, SkipLists and HashMaps","Explore nonlinear data structures like trees, heaps, skiplists, and hashmaps. Learn implementation, operations, and algorithms for efficient data management and retrieval in Java.",2025-10-29 22:42:30
967,967,"Programming Languages, Part B","Explore functional programming concepts using ML, Racket, and Ruby. Learn language design principles to become a more effective programmer and easily adapt to new languages.",2025-10-29 22:42:30
968,968,Network Security,"Learn the process of network security, including intrusion detection, evidence collection, network auditing, and contingency planning against attacks.",2025-10-29 22:42:30
969,969,Introduction to Self-Driving Cars,"Explore hardware, software, safety, and control systems for autonomous vehicles. Develop Python code to navigate a simulated self-driving car on a racetrack using CARLA.",2025-10-29 22:42:30
973,973,Great Ideas in Theoretical Computer Science - Approximation Algorithms,"Explore approximation algorithms for NP-hard problems, focusing on Vertex Cover, k-Coverage, and Traveling Salesperson. Learn techniques to find near-optimal solutions efficiently.",2025-10-29 22:42:30
974,974,Hyper-contractivity in Analysis and Theoretical Computer Science - Introduction 3,"Explore hyper-contractivity in analysis and theoretical computer science, examining its applications and implications for advanced mathematical concepts.",2025-10-29 22:42:30
975,975,Computer Science You Might Not Want to Know,"Explore the relevance of Computer Science topics for Rails developers, examining their practical applications and potential limitations in day-to-day work.",2025-10-29 22:42:30
976,976,The Computer Science Behind a Modern Distributed Data Store,"Explore the challenges and solutions in modern distributed data stores, covering consensus, transactions, and query optimization. Insights into ArangoDB, Cassandra, Cockroach, and RethinkDB.",2025-10-29 22:42:30
977,977,"Practices and Limitations of Participatory Methods - Views From Computer Science, Political Science and Design","Explore participatory methods across computer science, political science, and design, examining their practices, limitations, and interdisciplinary applications for effective stakeholder engagement and collaborative problem-solving.",2025-10-29 22:42:30
978,978,Application of Azure Computer Vision OCR Service for NLP Text Extraction - Python Data Science,"Learn to extract text from images using Azure Computer Vision OCR for NLP tasks. Explore data acquisition, storage, and utilization techniques with Azure tools and VS Code extensions for efficient data science workflows.",2025-10-29 22:42:30
979,979,Innovations in Theoretical Computer Science 2020 - Session 8,"Explore cutting-edge research in theoretical computer science, including cryptography, obfuscation, and secure computation. Gain insights into novel concepts and techniques shaping the field.",2025-10-29 22:42:30
980,980,Innovations in Theoretical Computer Science 2020 - Session 6,"Explore cutting-edge research in theoretical computer science, including scheduling algorithms, online computation, network coordination games, tournament rules, and prophet inequalities.",2025-10-29 22:42:30
981,981,Innovations in Theoretical Computer Science 2020 - Session 5,"Explore cutting-edge research in theoretical computer science, including secure computation, communication protocols, coding theory, and fault-tolerant algorithms presented at ITCS 2020.",2025-10-29 22:42:30
982,982,Innovations in Theoretical Computer Science 2020 - Session 9,"Cutting-edge research in theoretical computer science, covering topics like distribution testing, random object sampling, probability distribution learning, agreement expansion, neural networks, and influence maximization.",2025-10-29 22:42:30
983,983,Innovations in Theoretical Computer Science 2020 - Session 10,"Explores cutting-edge research in theoretical computer science, covering topics like computational hardness, random strings, decision trees, and pseudorandomness. Features presentations from leading experts in the field.",2025-10-29 22:42:30
984,984,AI Consciousness is Inevitable - A Theoretical Computer Science Perspective,"Explores the Conscious Turing Machine model for understanding consciousness from a theoretical computer science perspective, integrating insights from cognitive neuroscience and AI research.",2025-10-29 22:42:30
985,985,Software Engineering and Computer Science with the Wolfram Compiler,"Explore software engineering practices and compiler techniques using the Wolfram Compiler, gaining insights into its internal organization and innovative approaches.",2025-10-29 22:42:30
986,986,Ordering the Chaos - Understanding Time in Computer Science,"Explore time concepts in computer science, from clock usage to implementation and beyond. Learn to manage chaos in software development through advanced timing techniques.",2025-10-29 22:42:30
987,987,Breaking Resistance in Computer Science and Engineering,Explore innovative approaches to overcoming resistance in computer science and engineering with insights from a leading expert at the University of Michigan.,2025-10-29 22:42:30
988,988,Reading Alan Turing - Exploring Turing's Influential Ideas in Theoretical Computer Science,Explore Turing's influential papers and their impact on theoretical computer science with Avi Wigderson. Gain insights into Turing's visionary ideas and their modern relevance.,2025-10-29 22:42:30
989,989,The Hardest Problem in Computer Science: Marketing,"Explore the parallels between academic research and entrepreneurship, examining how groundbreaking ideas in Computer Science spread and comparing it to successful product marketing strategies.",2025-10-29 22:42:30
990,990,Strings and Geometry in Computer Science - Session 6C,"Explore advanced concepts in strings and geometry, focusing on cutting-edge research and applications in computer science and mathematics.",2025-10-29 22:42:30
991,991,Matrix Methods in Computer Science - Session 6B,"Explore advanced matrix methods and their applications in computer science, focusing on cutting-edge research and algorithmic developments.",2025-10-29 22:42:30
992,992,Matrix Methods in Computer Science - Session 4B,"Explore advanced matrix methods and their applications in computer science, focusing on cutting-edge research and algorithmic developments.",2025-10-29 22:42:30
993,993,The Computer Science Behind Colour,"Explore the science of digital color: from hex codes to RGB conversion, binary representation, and human perception. Gain a deeper understanding of color technology across various tech fields.",2025-10-29 22:42:30
994,994,Computer Vision: OCR Tesseract in C - Data Science and Machine Learning,"Implement OCR using Tesseract library in C for extracting text from images, enhancing your computer vision skills.",2025-10-29 22:42:30
995,995,Reading Alan Turing - A Survey of His Influential Papers and Their Impact on Computer Science,Explore Turing's influential papers and their lasting impact on theoretical computer science through the lens of Turing Award winner Avi Wigderson's comprehensive analysis and historical perspective.,2025-10-29 22:42:30
996,996,Neuromorphic Computing from the Computer Science Perspective - Algorithms and Applications,"Explore neuromorphic computing from a computer science lens, focusing on spiking neural networks, algorithms, and real-world applications from scientific data analysis to autonomous vehicles.",2025-10-29 22:42:30
997,997,High-Dimensional Expanders in Pure Mathematics and Computer Science,Explore high-dimensional expanders and their applications across pure mathematics and computer science in this Rothschild Public Lecture by Professor Alex Lubotzky.,2025-10-29 22:42:30
998,998,Interactive Computer Graphics,"Explore interactive computer graphics tools for visual problem-solving, from enhanced GUIs to 3D modeling and animation, with hands-on demonstrations and practical assignments.",2025-10-29 22:42:30
1020,1020,AI For Business Leaders,"Deepen understanding of AI and ML innovations, learn to evaluate and implement AI strategies in business contexts through practical exercises and a final project.",2025-10-29 22:42:30
1021,1021,Fundamentals of Machine Learning for Healthcare,"Explore machine learning's potential in healthcare, covering fundamental concepts, use cases, evaluation metrics, and best practices for developing and implementing ML applications in medical settings.",2025-10-29 22:42:30
